Final,Actions,RIN,Agency,Sub,Priority,Init,Finish,Reviews,Reviewed,Init_d,Finish_d,pages,comments
1,6,3095-AA59,.,NARA,Other Significant,3/25/94,5/23/96,0,0,12502,13292,8,0
1,4,3095-AA60,.,NARA,Info./Admin./Other,8/5/96,8/5/96,0,0,13366,13366,2,0
1,6,3095-AA65,.,NARA,Other Significant,9/26/95,6/3/96,2,1,13052,13303,4,0
1,2,3095-AA74,.,NARA,Info./Admin./Other,4/4/96,5/6/96,0,0,13243,13275,0,0
1,4,3133-AB72,.,NCUA,Info./Admin./Other,10/4/95,7/1/96,0,0,13060,13331,0,0
1,2,3133-AB79,.,NCUA,Info./Admin./Other,6/4/96,6/5/96,0,0,13304,13305,0,0
1,2,3133-AB82,.,NCUA,Info./Admin./Other,8/8/96,12/31/96,0,0,13369,13514,0,0
1,2,3150-AC93,.,NRC,Routine and Frequent,8/8/96,9/9/96,0,0,13369,13401,10,0
1,2,3150-AD63,.,NRC,"Substantive, Nonsignificant",6/5/96,9/5/96,0,0,13305,13397,55,0
1,2,3150-AF17,.,NRC,"Substantive, Nonsignificant",5/16/96,6/17/96,0,0,13285,13317,7,0
1,2,3150-AF20,.,NRC,"Substantive, Nonsignificant",6/14/96,7/15/96,0,0,13314,13345,4,0
1,2,3150-AF43,.,NRC,"Substantive, Nonsignificant",8/22/96,10/21/96,0,0,13383,13443,0,0
1,2,3150-AF47,.,NRC,Info./Admin./Other,7/9/96,8/8/96,0,0,13339,13369,2,0
1,2,3150-AF50,.,NRC,"Substantive, Nonsignificant",6/12/96,6/12/96,0,0,13312,13312,3,0
1,4,2550-AA03,.,OFHEO,"Substantive, Nonsignificant",6/8/95,8/7/96,2,1,12942,13368,0,0
1,5,3209-AA06,.,OGE,Other Significant,4/18/90,7/25/96,2,1,11065,13355,2,0
1,3,0348-AB23,.,OMB,"Substantive, Nonsignificant",2/6/95,5/8/96,0,0,12820,13277,0,0
1,3,0348-AB07,.,OMB,Info./Admin./Other,2/6/95,5/8/96,0,0,12820,13277,0,0
1,3,0348-AB22,.,OMB,"Substantive, Nonsignificant",3/17/95,7/1/96,0,0,12859,13331,0,0
1,3,3206-AG38,.,OPM,"Substantive, Nonsignificant",10/2/95,7/26/96,2,1,13058,13356,5,0
1,3,3206-AE80,.,OPM,Info./Admin./Other,9/8/95,6/3/96,2,1,13034,13303,0,0
1,3,3206-AF96,.,OPM,"Substantive, Nonsignificant",12/11/95,10/4/96,0,0,13128,13426,0,0
1,3,3206-AH09,.,OPM,"Substantive, Nonsignificant",2/1/96,8/2/96,1,1,13180,13363,2,0
1,3,3206-AG88,.,OPM,"Substantive, Nonsignificant",10/16/95,1/1/97,2,1,13072,13515,2,0
1,3,3206-AH22,.,OPM,Info./Admin./Other,11/14/95,7/5/96,0,0,13101,13335,1,0
1,3,3206-AH28,.,OPM,Info./Admin./Other,2/9/96,6/7/96,0,0,13188,13307,2,0
1,3,3206-AH29,.,OPM,Info./Admin./Other,1/31/96,7/5/96,0,0,13179,13335,2,0
1,3,3206-AH17,.,OPM,Routine and Frequent,10/17/95,7/1/96,0,0,13073,13331,2,0
1,3,3206-AH33,.,OPM,"Substantive, Nonsignificant",9/23/94,8/5/96,1,1,12684,13366,15,0
1,4,3206-AG16,.,OPM,"Substantive, Nonsignificant",11/4/94,6/12/96,1,1,12726,13312,1,0
1,3,3206-AG31,.,OPM,"Substantive, Nonsignificant",5/18/95,10/28/96,2,1,12921,13450,1,0
1,2,3207-AA34,.,PANAMA,Other Significant,7/11/96,7/11/96,0,0,13341,13341,0,0
1,2,3207-AA35,.,PANAMA,Other Significant,7/11/96,7/11/96,0,0,13341,13341,1,0
1,4,1212-AA75,.,PBGC,Info./Admin./Other,7/8/94,7/1/96,0,0,12607,13331,138,0
1,4,3220-AA79,.,RRB,Other Significant,8/18/95,5/3/96,0,0,13013,13272,13,0
1,4,3220-AB14,.,RRB,"Substantive, Nonsignificant",4/11/96,8/15/96,0,0,13250,13376,2,0
1,4,3220-AB16,.,RRB,"Substantive, Nonsignificant",2/15/96,6/20/96,0,0,13194,13320,1,0
1,4,3220-AB19,.,RRB,Routine and Frequent,1/18/96,5/21/96,0,0,13166,13290,1,0
1,4,3220-AB20,.,RRB,Info./Admin./Other,3/4/96,10/22/96,0,0,13212,13444,2,0
1,4,3235-AG47,.,SEC,"Substantive, Nonsignificant",7/10/95,11/18/96,0,0,12974,13471,13,0
1,7,3235-AF66,.,SEC,"Substantive, Nonsignificant",8/17/94,8/15/96,0,0,12647,13376,21,0
1,4,3235-AG48,.,SEC,"Substantive, Nonsignificant",7/10/95,5/9/96,0,0,12974,13278,3,0
1,4,3235-AG51,.,SEC,"Substantive, Nonsignificant",7/10/95,6/10/96,0,0,12974,13310,4,0
1,4,3235-AG67,.,SEC,"Substantive, Nonsignificant",10/13/95,6/14/96,0,0,13069,13314,0,0
1,4,3235-AG75,.,SEC,"Substantive, Nonsignificant",3/5/96,7/15/96,0,0,13213,13345,8,0
1,4,3235-AE97,.,SEC,"Substantive, Nonsignificant",2/23/95,10/17/96,0,0,12837,13439,0,0
1,4,3235-AG59,.,SEC,"Substantive, Nonsignificant",1/19/96,10/17/96,0,0,13167,13439,2,0
1,3,3235-AG25,.,SEC,"Substantive, Nonsignificant",1/12/95,7/12/96,0,0,12795,13342,27,0
1,3,3235-AG66,.,SEC,"Substantive, Nonsignificant",9/29/95,9/6/96,0,0,13055,13398,48,0
1,4,3235-AG79,.,SEC,"Substantive, Nonsignificant",5/22/96,10/7/96,0,0,13291,13429,6,0
1,3,0960-AD39,.,SSA,"Substantive, Nonsignificant",9/11/95,6/19/96,0,0,13037,13319,6,0
1,3,0960-AD74,.,SSA,"Substantive, Nonsignificant",1/19/95,4/24/96,2,1,12802,13263,4,0
1,3,0960-AD90,.,SSA,"Substantive, Nonsignificant",8/30/95,10/31/96,0,0,13025,13453,2,0
1,3,0960-AD99,.,SSA,"Substantive, Nonsignificant",6/2/95,10/31/96,0,0,12936,13453,8,0
1,1,0960-AE00,.,SSA,"Substantive, Nonsignificant",7/24/96,7/24/96,0,0,13354,13354,6,0
1,1,0960-AE12,.,SSA,Info./Admin./Other,9/27/96,9/27/96,0,0,13419,13419,2,0
1,3,0960-AE20,.,SSA,"Substantive, Nonsignificant",12/6/95,8/8/96,0,0,13123,13369,2,0
1,3,0960-AE21,.,SSA,"Substantive, Nonsignificant",12/7/95,7/24/96,0,0,13124,13354,4,0
1,3,0960-AE22,.,SSA,Info./Admin./Other,12/6/95,9/24/96,0,0,13123,13416,3,0
1,3,0960-AE23,.,SSA,Info./Admin./Other,11/27/95,4/24/96,0,0,13114,13263,4,0
1,1,0960-AE43,.,SSA,"Substantive, Nonsignificant",6/4/96,6/4/96,0,0,13304,13304,2,0
1,8,2140-AA00,.,STB,"Substantive, Nonsignificant",12/18/85,4/28/96,0,0,9483,13267,0,0
1,6,2140-AA02,.,STB,"Substantive, Nonsignificant",7/24/86,7/13/96,0,0,9701,13343,0,0
1,5,2140-AA08,.,STB,Other Significant,3/22/96,10/1/96,0,0,13230,13423,0,0
1,6,2140-AA09,.,STB,"Substantive, Nonsignificant",3/8/96,8/4/96,0,0,13216,13365,0,0
1,4,2140-AA10,.,STB,"Substantive, Nonsignificant",3/22/96,7/24/96,0,0,13230,13354,0,0
1,6,2140-AA18,.,STB,"Substantive, Nonsignificant",3/14/96,8/4/96,0,0,13222,13365,0,0
1,2,3116-AA09,.,USIA,"Substantive, Nonsignificant",4/8/96,6/10/96,0,0,13247,13310,0,0
1,2,0503-AA12,USDA,AgSEC,"Substantive, Nonsignificant",1/4/96,2/5/96,1,1,13152,13184,2,0
1,1,0503-AA13,USDA,AgSEC,Info./Admin./Other,1/29/96,1/29/96,0,0,13177,13177,2,0
1,1,0503-AA14,USDA,AgSEC,Info./Admin./Other,1/29/96,1/29/96,0,0,13177,13177,1,0
1,4,0524-AA07,USDA,CSREES,"Substantive, Nonsignificant",5/11/95,12/8/95,0,0,12914,13125,0,0
1,3,0551-AA34,USDA,FAS,Other Significant,12/13/95,3/4/96,0,0,13130,13212,0,0
1,4,0551-AA36,USDA,FAS,Other Significant,11/12/92,1/8/96,8,1,12004,13156,0,0
1,2,0560-AD90,USDA,FSA,"Substantive, Nonsignificant",7/12/95,11/29/95,0,0,12976,13116,2,0
1,2,0560-AD91,USDA,FSA,"Substantive, Nonsignificant",5/1/95,11/14/95,0,0,12904,13101,2,0
1,3,0560-AE16,USDA,FSA,Other Significant,3/30/94,10/13/95,0,0,12507,13069,0,0
1,2,0560-AE27,USDA,FSA,Other Significant,11/29/95,11/29/95,1,1,13116,13116,2,0
1,1,0560-AE31,USDA,FSA,Economically Significant,10/10/95,10/10/95,1,1,13066,13066,10,0
1,1,0560-AE44,USDA,FSA,Economically Significant,4/10/96,4/10/96,1,1,13249,13249,1,0
1,1,0560-AE49,USDA,FSA,Info./Admin./Other,12/15/95,12/15/95,0,0,13132,13132,1,0
1,1,0560-AE52,USDA,FSA,Info./Admin./Other,1/16/96,1/16/96,0,0,13164,13164,1,0
1,2,0563-AA78,USDA,FCIC,Routine and Frequent,12/23/93,11/3/95,0,0,12410,13090,10,0
1,3,0563-AB08,USDA,FCIC,Info./Admin./Other,6/14/94,11/24/95,0,0,12583,13111,5,0
1,2,0563-AB27,USDA,FCIC,Other Significant,7/12/95,12/7/95,0,0,12976,13124,0,0
1,2,0563-AB29,USDA,FCIC,"Substantive, Nonsignificant",6/6/95,12/5/95,0,0,12940,13122,2,0
1,3,0563-AB43,USDA,FCIC,Economically Significant,11/8/95,12/7/95,2,1,13095,13124,21,0
1,1,0563-AB49,USDA,FCIC,Economically Significant,2/15/96,2/15/96,0,0,13194,13194,0,0
1,2,0570-AA02,USDA,RBS,"Substantive, Nonsignificant",8/12/94,2/2/96,1,1,12642,13181,9,0
1,4,0570-AA11,USDA,RBS,Other Significant,3/28/94,4/26/96,1,1,12505,13265,3,0
1,4,0572-AA66,USDA,RUS,"Substantive, Nonsignificant",11/1/89,12/6/95,0,0,10897,13123,0,0
1,1,0572-AB19,USDA,RUS,"Substantive, Nonsignificant",1/3/96,1/3/96,0,0,13151,13151,0,0
1,5,0575-AA35,USDA,RHS,Other Significant,4/28/92,10/27/95,2,1,11806,13083,0,0
1,4,0575-AB52,USDA,RHS,"Substantive, Nonsignificant",5/11/94,4/22/96,1,1,12549,13261,9,0
1,3,0579-AA54,USDA,APHIS,Routine and Frequent,8/16/95,4/8/96,0,0,13011,13247,7,0
1,2,0580-AA39,USDA,GIPSA,Routine and Frequent,6/19/95,8/18/95,0,0,12953,13013,0,0
1,3,0581-AB39,USDA,AMS,Other Significant,4/4/95,1/4/96,0,0,12877,13152,2,0
1,6,0583-AB92,USDA,FSIS,Other Significant,3/25/92,7/1/96,1,1,11772,13331,15,0
1,2,0583-AC03,USDA,FSIS,"Substantive, Nonsignificant",12/22/95,2/20/96,0,0,13139,13199,0,0
1,4,0584-AB99,USDA,FNS,Other Significant,4/13/95,2/12/96,1,1,12886,13191,5,0
1,3,0596-AB22,USDA,FS,Other Significant,11/20/90,9/8/95,3,1,11281,13034,45,0
1,2,0596-AB43,USDA,FS,Other Significant,1/23/96,1/23/96,0,0,13171,13171,2,0
1,4,0596-AB51,USDA,FS,Other Significant,7/13/93,11/6/95,2,1,12247,13093,0,0
1,4,0596-AC08,USDA,FS,Other Significant,1/29/91,9/8/95,0,0,11351,13034,0,0
1,3,0610-AA47,DOC,EDA,Other Significant,9/26/95,3/1/96,2,1,13052,13209,7,0
1,4,0648-AD25,DOC,NOAA,"Substantive, Nonsignificant",6/17/93,11/13/95,1,1,12221,13100,9,0
1,4,0648-AE47,DOC,NOAA,"Substantive, Nonsignificant",9/18/95,12/27/95,0,0,13044,13144,5,0
1,4,0648-AE97,DOC,NOAA,"Substantive, Nonsignificant",9/8/95,1/1/96,0,0,13034,13149,4,0
1,4,0648-AG54,DOC,NOAA,"Substantive, Nonsignificant",9/8/95,3/14/96,0,0,13034,13222,41,0
1,4,0648-AG77,DOC,NOAA,"Substantive, Nonsignificant",6/16/95,4/1/96,0,0,12950,13240,0,0
1,2,0648-AG96,DOC,NOAA,"Substantive, Nonsignificant",11/28/95,11/28/95,0,0,13115,13115,0,0
1,4,0648-AG99,DOC,NOAA,"Substantive, Nonsignificant",10/13/95,2/23/96,0,0,13069,13202,3,0
1,4,0648-AH00,DOC,NOAA,"Substantive, Nonsignificant",9/18/95,1/1/96,0,0,13044,13149,8,0
1,5,0648-AH30,DOC,NOAA,"Substantive, Nonsignificant",5/12/95,10/16/95,0,0,12915,13072,0,0
1,4,0648-AH37,DOC,NOAA,"Substantive, Nonsignificant",9/1/95,12/5/95,0,0,13027,13122,3,0
1,3,0648-AH38,DOC,NOAA,"Substantive, Nonsignificant",2/2/95,11/30/95,0,0,12816,13117,0,0
1,4,0648-AH53,DOC,NOAA,"Substantive, Nonsignificant",8/3/95,12/18/95,0,0,12998,13135,0,0
1,3,0648-AH70,DOC,NOAA,Economically Significant,2/12/95,4/19/96,1,1,12826,13258,7,0
1,4,0648-AH71,DOC,NOAA,"Substantive, Nonsignificant",8/7/95,11/13/95,0,0,13002,13100,5,0
1,2,0648-AH72,DOC,NOAA,"Substantive, Nonsignificant",12/27/95,1/26/96,0,0,13144,13174,1,0
1,2,0648-AH74,DOC,NOAA,"Substantive, Nonsignificant",12/27/95,1/26/96,0,0,13144,13174,3,0
1,4,0648-AH94,DOC,NOAA,"Substantive, Nonsignificant",9/5/95,12/22/95,0,0,13031,13139,3,0
1,3,0648-AI09,DOC,NOAA,"Substantive, Nonsignificant",8/31/95,11/30/95,0,0,13026,13117,0,0
1,2,0648-AI12,DOC,NOAA,"Substantive, Nonsignificant",10/16/95,11/15/95,0,0,13072,13102,0,0
1,2,0648-AI37,DOC,NOAA,"Substantive, Nonsignificant",3/5/96,3/11/96,0,0,13213,13219,3,0
1,4,0648-AI40,DOC,NOAA,"Substantive, Nonsignificant",9/11/95,1/1/96,0,0,13037,13149,0,0
1,1,0648-AI55,DOC,NOAA,"Substantive, Nonsignificant",2/20/96,2/20/96,0,0,13199,13199,2,0
1,1,0648-AI59,DOC,NOAA,Other Significant,3/4/96,3/4/96,0,0,13212,13212,0,0
1,2,0648-AI79,DOC,NOAA,"Substantive, Nonsignificant",3/5/96,3/25/96,0,0,13213,13233,4,0
1,2,0648-AI51,DOC,NOAA,Info./Admin./Other,12/27/95,12/27/95,0,0,13144,13144,23,0
1,13,0648-AE13,DOC,NOAA,Other Significant,12/28/90,2/5/96,4,1,11319,13184,71,0
1,6,0651-AA65,DOC,PTO,"Substantive, Nonsignificant",7/21/93,1/16/96,1,1,12255,13164,2,0
1,2,0651-AA83,DOC,PTO,Other Significant,2/28/96,3/29/96,2,1,13207,13237,0,0
1,4,0691-AA26,DOC,BEA,"Substantive, Nonsignificant",8/8/95,12/15/95,0,0,13003,13132,3,0
1,2,0694-AB01,DOC,BIS,"Substantive, Nonsignificant",10/19/94,10/19/94,0,0,12710,12710,0,0
1,1,0694-AB05,DOC,BIS,"Substantive, Nonsignificant",10/19/94,10/19/94,0,0,12710,12710,0,0
1,2,0694-AB08,DOC,BIS,Other Significant,11/28/95,11/28/95,0,0,13115,13115,3,0
1,2,0694-AB29,DOC,BIS,Other Significant,2/1/96,2/1/96,1,1,13180,13180,0,0
1,2,0694-AB30,DOC,BIS,"Substantive, Nonsignificant",12/20/95,12/20/95,0,0,13137,13137,3,0
1,2,0694-AB31,DOC,BIS,Other Significant,3/5/96,3/5/96,0,0,13213,13213,2,0
1,3,0702-AA29,DOD,DOA,Other Significant,7/7/94,2/14/95,0,0,12606,12828,0,0
1,4,0720-AA19,DOD,DODOASHA,"Substantive, Nonsignificant",9/16/93,12/1/95,1,1,12312,13118,9,0
1,4,0720-AA21,DOD,DODOASHA,"Substantive, Nonsignificant",2/8/95,11/1/95,3,1,12822,13088,27,0
1,3,0750-AA26,DOD,DARC,Info./Admin./Other,12/14/93,11/30/95,0,0,12401,13117,0,0
1,4,0750-AA33,DOD,DARC,"Substantive, Nonsignificant",1/31/94,11/30/95,0,0,12449,13117,0,0
1,4,0750-AA38,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA39,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA42,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA43,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA45,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA46,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,4,0750-AA47,DOD,DARC,"Substantive, Nonsignificant",9/28/94,11/30/95,0,0,12689,13117,0,0
1,5,0750-AA49,DOD,DARC,"Substantive, Nonsignificant",11/22/94,11/30/95,0,0,12744,13117,0,0
1,5,0750-AA59,DOD,DARC,"Substantive, Nonsignificant",3/14/95,11/30/95,0,0,12856,13117,0,0
1,3,0750-AA60,DOD,DARC,"Substantive, Nonsignificant",3/14/95,11/30/95,0,0,12856,13117,0,0
1,3,0750-AA61,DOD,DARC,"Substantive, Nonsignificant",5/3/95,11/30/95,0,0,12906,13117,0,0
1,3,0750-AA62,DOD,DARC,"Substantive, Nonsignificant",5/18/95,11/30/95,0,0,12921,13117,0,0
1,3,0750-AA63,DOD,DARC,"Substantive, Nonsignificant",5/18/95,11/30/95,0,0,12921,13117,0,0
1,3,0750-AA68,DOD,DARC,"Substantive, Nonsignificant",6/21/95,11/30/95,0,0,12955,13117,0,0
1,4,0750-AA70,DOD,DARC,"Substantive, Nonsignificant",4/19/95,11/30/95,0,0,12892,13117,0,0
1,5,0750-AA72,DOD,DARC,"Substantive, Nonsignificant",8/16/95,1/3/96,0,0,13011,13151,0,0
1,5,0750-AA74,DOD,DARC,"Substantive, Nonsignificant",3/14/95,11/30/95,0,0,12856,13117,0,0
1,3,0750-AA75,DOD,DARC,"Substantive, Nonsignificant",2/22/95,11/30/95,0,0,12836,13117,0,0
1,4,0750-AA77,DOD,DARC,"Substantive, Nonsignificant",3/7/95,11/30/95,0,0,12849,13117,0,0
1,3,0750-AA81,DOD,DARC,"Substantive, Nonsignificant",5/18/95,11/30/95,0,0,12921,13117,0,0
1,3,0750-AA82,DOD,DARC,"Substantive, Nonsignificant",6/9/95,11/30/95,0,0,12943,13117,0,0
1,3,0750-AA85,DOD,DARC,"Substantive, Nonsignificant",8/7/95,11/30/95,0,0,13002,13117,0,0
1,3,0750-AA90,DOD,DARC,"Substantive, Nonsignificant",8/18/95,11/30/95,0,0,13013,13117,0,0
1,3,0750-AA93,DOD,DARC,"Substantive, Nonsignificant",6/22/95,11/30/95,0,0,12956,13117,0,0
1,3,0750-AA94,DOD,DARC,"Substantive, Nonsignificant",7/17/95,11/30/95,0,0,12981,13117,0,0
1,3,0750-AB09,DOD,DARC,"Substantive, Nonsignificant",10/11/95,11/30/95,0,0,13067,13117,0,0
1,3,0750-AB10,DOD,DARC,"Substantive, Nonsignificant",10/30/95,11/30/95,0,0,13086,13117,0,0
1,4,0790-AG25,DOD,OS,Routine and Frequent,1/4/95,12/29/95,0,0,12787,13146,0,0
1,2,1820-AB28,ED,OSERS,Other Significant,8/9/95,3/4/96,3,1,13004,13212,0,0
1,2,1820-AB32,ED,OSERS,"Substantive, Nonsignificant",7/27/95,11/24/95,0,0,12991,13111,0,0
1,3,1840-AB44,ED,OPE,Other Significant,7/10/92,12/1/95,4,1,11879,13118,13,0
1,3,1840-AB84,ED,OPE,Other Significant,8/16/94,12/1/95,2,1,12646,13118,0,0
1,2,1840-AC14,ED,OPE,Other Significant,2/3/95,11/29/95,2,1,12817,13116,0,0
1,3,1840-AC20,ED,OPE,Other Significant,9/21/95,12/1/95,0,0,13047,13118,0,0
1,3,1840-AC17,ED,OPE,Other Significant,9/21/95,12/1/95,2,1,13047,13118,0,0
1,2,1840-AC19,ED,OPE,Other Significant,9/20/95,12/1/95,2,1,13046,13118,0,0
1,3,1840-AC21,ED,OPE,Other Significant,9/21/95,12/1/95,0,0,13047,13118,0,0
1,3,1840-AC22,ED,OPE,Other Significant,9/20/95,12/1/95,2,1,13046,13118,0,0
1,2,1850-AA51,ED,IES,"Substantive, Nonsignificant",6/7/95,9/14/95,1,1,12941,13040,0,0
1,1,1880-AA68,ED,OM,Info./Admin./Other,3/4/96,3/4/96,0,0,13212,13212,0,0
1,3,1880-AA69,ED,OM,"Substantive, Nonsignificant",9/1/95,1/11/96,0,0,13027,13159,0,0
1,2,1901-AA68,DOE,ENDEP,Info./Admin./Other,1/30/96,3/1/96,0,0,13178,13209,0,0
1,4,1904-AA73,DOE,EE,Other Significant,1/23/95,12/15/95,0,0,12806,13132,0,0
1,4,1990-AA23,DOE,OGC,Info./Admin./Other,12/5/95,1/16/96,0,0,13122,13164,0,0
1,3,1991-AA63,DOE,PR,Info./Admin./Other,5/22/95,1/22/96,0,0,12925,13170,7,0
1,3,1991-AB08,DOE,PR,Info./Admin./Other,10/18/94,1/11/96,0,0,12709,13159,4,0
1,3,1991-AB14,DOE,PR,Other Significant,2/23/95,1/19/96,2,1,12837,13167,0,0
1,2,1991-AB23,DOE,PR,Info./Admin./Other,8/8/95,2/26/96,0,0,13003,13205,12,0
1,2,0906-AA38,HHS,HRSA,Info./Admin./Other,2/16/96,2/16/96,0,0,13195,13195,0,0
1,4,0910-AA10,HHS,FDA,Economically Significant,1/28/94,12/18/97,1,1,12446,13866,107,0
1,3,0910-AA17,HHS,FDA,"Substantive, Nonsignificant",6/19/92,3/4/96,1,1,11858,13212,0,0
1,4,0910-AA46,HHS,FDA,Info./Admin./Other,1/27/95,1/8/96,0,0,12810,13156,0,0
1,4,0910-AA65,HHS,FDA,Other Significant,7/28/95,2/15/96,0,0,12992,13194,10,0
1,3,0930-AA03,HHS,SAMHSA,Other Significant,8/26/93,1/19/96,0,0,12291,13167,0,0
1,5,0938-AF14,HHS,CMS,"Substantive, Nonsignificant",6/12/92,5/3/96,1,1,11851,13272,20,0
1,4,0938-AG54,HHS,CMS,Other Significant,7/1/93,2/14/95,1,1,12235,12828,0,0
1,3,0938-AG73,HHS,CMS,Other Significant,7/18/94,11/30/95,0,0,12617,13117,5,0
1,6,0938-AG95,HHS,CMS,Other Significant,6/2/95,9/1/95,2,1,12936,13027,169,0
1,1,0938-AG96,HHS,CMS,Other Significant,12/8/95,12/8/95,2,1,13125,13125,234,0
1,1,0938-AH03,HHS,CMS,Other Significant,12/8/95,12/8/95,1,1,13125,13125,0,0
1,1,0938-AH06,HHS,CMS,"Substantive, Nonsignificant",10/16/95,10/16/95,1,1,13072,13072,0,0
1,1,0938-AH07,HHS,CMS,"Substantive, Nonsignificant",10/16/95,10/16/95,1,1,13072,13072,0,0
1,1,0938-AH08,HHS,CMS,"Substantive, Nonsignificant",10/16/95,10/16/95,1,1,13072,13072,0,0
1,1,0938-AH09,HHS,CMS,"Substantive, Nonsignificant",9/8/95,9/8/95,1,1,13034,13034,0,0
1,2,0970-AB18,HHS,ACF,"Substantive, Nonsignificant",12/10/93,2/22/96,0,0,12397,13201,0,0
1,1,0991-AA56,HHS,OS,"Substantive, Nonsignificant",3/22/96,3/22/96,3,1,13230,13230,5,0
1,4,0991-AA69,HHS,OS,Other Significant,11/5/92,1/25/96,4,1,11997,13173,16,0
1,3,0991-AA73,HHS,OS,"Substantive, Nonsignificant",2/28/94,12/12/95,1,1,12477,13129,12,0
1,1,0991-AA81,HHS,OS,"Substantive, Nonsignificant",11/27/95,11/27/95,0,0,13114,13114,4,0
1,3,0991-AB25,HHS,OS,"Substantive, Nonsignificant",8/25/94,04/00/1996,0,0,12655,#VALUE!,0,0
1,2,2501-AC04,HUD,HUDSEC,"Substantive, Nonsignificant",4/1/96,5/1/96,0,0,13240,13270,6,0
1,2,2501-AC02,HUD,HUDSEC,"Substantive, Nonsignificant",2/9/96,3/11/96,0,0,13188,13219,19,0
1,2,2501-AC12,HUD,HUDSEC,"Substantive, Nonsignificant",3/27/96,4/27/96,0,0,13235,13266,14,0
1,2,2501-AC13,HUD,HUDSEC,Info./Admin./Other,3/18/96,4/17/96,0,0,13226,13256,8,0
1,2,2501-AC18,HUD,HUDSEC,"Substantive, Nonsignificant",3/28/96,4/29/96,0,0,13236,13268,8,0
1,2,2501-AB79,HUD,HUDSEC,"Substantive, Nonsignificant",3/29/96,4/29/96,0,0,13237,13268,0,0
1,4,2501-AB92,HUD,HUDSEC,"Substantive, Nonsignificant",5/16/95,4/25/96,1,1,12919,13264,2,0
1,2,2501-AC03,HUD,HUDSEC,"Substantive, Nonsignificant",11/27/95,12/27/95,1,1,13114,13144,2,0
1,2,2501-AC16,HUD,HUDSEC,Info./Admin./Other,3/26/96,4/25/96,0,0,13234,13264,2,0
1,2,2501-AC09,HUD,HUDSEC,"Substantive, Nonsignificant",1/9/96,2/8/96,0,0,13157,13187,2,0
1,4,2501-AB86,HUD,HUDSEC,"Substantive, Nonsignificant",4/7/95,12/15/95,0,0,12880,13132,13,0
1,4,2501-AB58,HUD,HUDSEC,Other Significant,11/2/94,9/6/96,0,0,12724,13398,25,0
1,2,2501-AC22,HUD,HUDSEC,"Substantive, Nonsignificant",3/26/96,4/25/96,0,0,13234,13264,4,0
1,4,2501-AB56,HUD,HUDSEC,Other Significant,2/16/95,1/2/96,2,1,12830,13150,160,0
1,2,2501-AC20,HUD,HUDSEC,Info./Admin./Other,2/9/96,3/11/96,0,0,13188,13219,0,0
1,2,2501-AC14,HUD,HUDSEC,Info./Admin./Other,2/29/96,4/1/96,0,0,13208,13240,3,0
1,2,2501-AC07,HUD,HUDSEC,"Substantive, Nonsignificant",3/8/96,4/8/96,0,0,13216,13247,9,0
1,2,2501-AC17,HUD,HUDSEC,Other Significant,3/15/96,4/15/96,0,0,13223,13254,5,0
1,6,2501-AB68,HUD,HUDSEC,Other Significant,4/10/92,3/14/96,1,1,11788,13222,6,0
1,2,2501-AC10,HUD,HUDSEC,Other Significant,3/6/96,4/5/96,1,1,13214,13244,9,0
1,4,2502-AF74,HUD,OH,"Substantive, Nonsignificant",7/1/93,5/1/96,1,1,12235,13270,9,0
1,2,2502-AG68,HUD,OH,Other Significant,3/4/96,4/3/96,0,0,13212,13242,2,0
1,4,2502-AG20,HUD,OH,"Substantive, Nonsignificant",1/23/95,12/18/95,1,1,12806,13135,4,0
1,2,2502-AG58,HUD,OH,"Substantive, Nonsignificant",4/1/96,5/1/96,0,0,13240,13270,12,0
1,2,2502-AG52,HUD,OH,Other Significant,11/8/95,12/8/95,1,1,13095,13125,4,0
1,2,2502-AG60,HUD,OH,"Substantive, Nonsignificant",2/29/96,4/1/96,0,0,13208,13240,2,0
1,5,2502-AG30,HUD,OH,"Substantive, Nonsignificant",3/2/95,4/22/96,2,1,12844,13261,21,0
1,2,2502-AG64,HUD,OH,"Substantive, Nonsignificant",4/1/96,5/1/96,0,0,13240,13270,2,0
1,2,2502-AG65,HUD,OH,"Substantive, Nonsignificant",3/27/96,4/26/96,0,0,13235,13265,0,0
1,2,2502-AG51,HUD,OH,"Substantive, Nonsignificant",3/22/96,4/22/96,0,0,13230,13261,36,0
1,2,2502-AG63,HUD,OH,"Substantive, Nonsignificant",3/27/96,4/26/96,0,0,13235,13265,0,0
1,2,2502-AG71,HUD,OH,"Substantive, Nonsignificant",3/13/96,4/12/96,0,0,13221,13251,3,0
1,2,2502-AG70,HUD,OH,"Substantive, Nonsignificant",3/15/96,4/15/96,0,0,13223,13254,7,0
